Date,GLD_Open,GLD_High,GLD_Low,GLD_Close,GLD_Volume,GLD,GC_F,SPX,USO,SLV,EURUSD,DXY,TNX,VIX,TIP,SMA_7,SMA_21,SMA_50,SMA_200,EMA_12,EMA_26,SMA_Dist_50,SMA_Dist_200,Golden_Cross,MACD,MACD_Signal,MACD_Diff,RSI_14,RSI_7,Stoch_K,Stoch_D,BB_Upper,BB_Lower,BB_Width,BB_Pct_B,ATR_14,OBV,OBV_SMA_20,Gold_Silver_Ratio,Gold_Oil_Ratio,Gold_SPX_Ratio,Gold_DXY_Ratio,Real_Yield_Proxy,GLD_Ret_1d,GLD_Ret_5d,GLD_Ret_21d,GLD_Vol_21d,SPX_Ret_1d,SPX_Ret_5d,SPX_Ret_21d,SPX_Vol_21d,USO_Ret_1d,USO_Ret_5d,USO_Ret_21d,USO_Vol_21d,SLV_Ret_1d,SLV_Ret_5d,SLV_Ret_21d,SLV_Vol_21d,EURUSD_Ret_1d,EURUSD_Ret_5d,EURUSD_Ret_21d,EURUSD_Vol_21d,DXY_Ret_1d,DXY_Ret_5d,DXY_Ret_21d,DXY_Vol_21d,TNX_Ret_1d,TNX_Ret_5d,TNX_Ret_21d,TNX_Vol_21d,VIX_Ret_1d,VIX_Ret_5d,VIX_Ret_21d,VIX_Vol_21d,TIP_Ret_1d,TIP_Ret_5d,TIP_Ret_21d,TIP_Vol_21d,GLD_Lag_1,GLD_Ret_Lag_1,GLD_Lag_2,GLD_Ret_Lag_2,GLD_Lag_3,GLD_Ret_Lag_3,GLD_Lag_5,GLD_Ret_Lag_5,GLD_Lag_10,GLD_Ret_Lag_10,GLD_Lag_21,GLD_Ret_Lag_21,SPX_Ret_1d_Lag_1,USO_Ret_1d_Lag_1,SLV_Ret_1d_Lag_1,DXY_Ret_1d_Lag_1,VIX_Ret_1d_Lag_1,RSI_14_Lag_1,MACD_Lag_1,BB_Pct_B_Lag_1,Target_Next_Close,Target_Next_Return,Target_Next_Direction,Target_Next_Close_5d,Target_Next_Close_10d,Target_Next_Close_21d
2008-12-31,84.9800033569336,87.0999984741211,84.27999877929688,86.5199966430664,7837100.0,86.5199966430664,883.5999755859375,903.25,264.79998779296875,11.199999809265137,1.3979953527450562,81.30999755859375,2.24399995803833,40.0,99.23999786376952,84.84571293422154,81.41904667445591,77.14879989624023,84.53809982299805,84.01580284711942,81.6150737436916,0.12146911889011597,0.02344382975508038,0,2.400729103427821,2.0636526080609676,0.33707649536685347,66.06619639729297,71.77151175651686,91.83095837036097,91.08074493925254,89.36078882946106,73.92420949207215,18.907529161977163,0.8159700977590304,2.1819377155111663,48977600.0,10577425.0,7.7249998318297495,0.32673716250588053,0.0957874305486481,1.0640757501034017,9.183236237326271,0.007217638022983142,0.0470773268661524,0.14368796956955787,0.25577845760389345,0.01415834135471683,0.046445650983350184,0.10663919295793667,0.38178361461951027,0.09602641185163274,0.10333328247070317,-0.170218125330164,0.7658806113608482,0.03512015944165792,0.10236220250711225,0.22004351164895497,0.449785509156058,-0.011323728969025337,0.003019689907456602,0.10960285396965319,0.7990815351134174,0.005067936031913245,0.0008616407762787048,-0.062384727697833764,0.17493752105589175,0.075227634348362,0.037447918274127634,-0.1746966257415068,0.549042889439482,-0.039154480573954764,-0.11150600636873109,-0.4161436468727445,0.5691072427238405,0.003032094349713965,-0.01234081858814462,0.044082006075582436,0.18393459439534204,85.9000015258789,-0.005211313910758797,86.3499984741211,0.008761682399173631,85.5999984741211,0.025641018609195987,82.62999725341797,-0.009944905825060135,84.45999908447266,0.022518167611520035,75.6500015258789,-0.05802510489824053,0.024407112966569722,-0.02328587682981642,0.004642454497251869,0.002726837132758453,-0.051708436876147124,64.76840854060363,2.3378149724783555,0.8101272605411751,86.2300033569336,-0.003357378391118624,0,84.45999908447266,80.38999938964844,88.83999633789062
2009-01-02,85.93000030517578,86.61000061035156,85.83999633789062,86.2300033569336,6411600.0,86.2300033569336,878.7999877929688,931.7999877929688,285.0400085449219,11.40999984741211,1.3922922611236572,81.83999633789062,2.4159998893737793,39.189998626708984,97.37999725341795,85.24142783028739,81.86095174153645,77.35279998779296,84.50404983520508,84.35644907939852,81.95692038170952,0.11476253439489639,0.020424506578020443,0,2.399528697688993,2.130827825986573,0.26870087170241996,64.86268359246301,68.58667041009991,87.74654501182556,88.84811662530677,89.68179107092449,74.60820755578449,18.349970955188084,0.7710041735912433,2.0810853267218645,42566000.0,14298400.0,7.5574061796759215,0.3025189474176706,0.09254132269434258,1.0536413393876274,11.406656661880369,-0.003351748698386614,0.033189603436939,0.12059787883985607,0.25489769081764513,0.03160806841181141,0.07331677888492294,0.09777216393901655,0.37319973815206375,0.0764351272092112,0.22777396643986636,-0.07454542680220166,0.8119101456978799,0.018750003725290343,0.10992219297600303,0.20231824263444853,0.44269523556931933,-0.004079478240181955,-0.006140041623448944,0.09514931513515812,0.7997736560879227,0.006518248618996081,0.007757631578873214,-0.0560553723347057,0.1778243468011165,0.07664881218884201,0.10876548845502576,-0.10285933189148977,0.6232103205617069,-0.020250034332275346,-0.11354898352682363,-0.37773898203306644,0.5313798415852834,-0.018742449117188142,-0.031044803448577518,0.015538615843711856,0.19568065399533013,86.5199966430664,0.007217638022983142,85.9000015258789,-0.005211313910758797,86.3499984741211,0.008761682399173631,83.45999908447266,0.010044800419261257,85.43000030517578,0.011484741075274973,76.94999694824219,0.017184340993285696,0.01415834135471683,0.09602641185163274,0.03512015944165792,0.005067936031913245,-0.039154480573954764,66.06619639729297,2.400729103427821,0.8159700977590304,84.4800033569336,-0.020503324199848343,0,83.91999816894531,82.70999908447266,88.47000122070312
2009-01-05,83.62000274658203,84.68000030517578,83.23999786376953,84.4800033569336,9534700.0,84.4800033569336,857.2000122070312,927.4500122070312,298.3999938964844,11.109999656677246,1.3645915985107422,82.63999938964844,2.48799991607666,39.08000183105469,97.0199966430664,85.5057144165039,82.25618998209636,77.60820007324219,84.4768998336792,84.37545742978853,82.14381541691131,0.08854480940424067,3.673812912767849e-05,0,2.2316420128772165,2.1509906633647016,0.08065134951251496,57.99660498075643,52.25987443866367,55.36631522032982,78.3146062008388,89.54065846202633,75.647340500376,16.821219518268414,0.6357489896177686,2.14600819575345,33031300.0,18134015.0,7.603960933172494,0.28310993661159356,0.09108847080167533,1.0222652950251065,11.789677455658648,-0.020294560267569373,-0.013084055340562895,0.10895252058950033,0.26510049396326124,-0.004668357633531128,0.06261460263336494,0.0651285373460242,0.3663421661596067,0.046870561854677195,0.2817868985600567,-0.01971090709693113,0.8286859585886652,-0.02629274274731086,0.04417286637114115,0.16824388951497782,0.45904406961896466,-0.019895724041846696,-0.0271690125212527,0.07381080650836624,0.8044284529849253,0.009775208792224932,0.021634318373155326,-0.05044236988651729,0.18172833267519048,0.029801336920401544,0.1642488621286884,-0.07025418306091313,0.6342889765622407,-0.0028067568131867615,-0.09912400025783064,-0.35638996960807123,0.5326837699991405,-0.0036968640429789756,-0.0368311981557361,-0.0014409943779939427,0.1908533893752304,86.2300033569336,-0.003351748698386614,86.5199966430664,0.007217638022983142,85.9000015258789,-0.005211313910758797,85.5999984741211,0.025641018609195987,83.87000274658203,-0.01826053556152496,76.18000030517578,-0.010006454497773598,0.03160806841181141,0.0764351272092112,0.018750003725290343,0.006518248618996081,-0.020250034332275346,64.86268359246301,2.399528697688993,0.7710041735912433,85.12999725341797,0.00766460793819893,1,80.76000213623047,84.5199966430664,89.18000030517578
2009-01-06,83.37000274658203,85.69999694824219,83.0,85.12999725341797,12864600.0,85.12999725341797,865.4000244140625,934.7000122070312,298.0,11.34000015258789,1.3510043621063232,82.8499984741211,2.505000114440918,38.560001373291016,97.73999786376952,85.7442855834961,82.71476127987816,77.89779998779296,84.45204982757568,84.49154047957767,82.36501407146736,0.09284212476807216,0.008027601783810394,0,2.1265264081103084,2.146097812313823,-0.019571404203514664,59.70286020352706,56.72390659537001,64.24681566365322,69.11989196526955,89.07249938062068,77.17649964281682,14.311063293832865,0.6685858932331696,2.185578820931217,45895900.0,23282475.0,7.507054330505501,0.2856711317228791,0.09107734689379902,1.0275195995327513,11.116500205394457,0.007694056234090141,-0.014128560998976192,0.12754963249560225,0.26025321235869364,0.0078171328961949,0.07508457429097404,0.10586598117111357,0.3468085412363,-0.0013404621470036737,0.20472185989932146,0.051962726927895275,0.789136124876138,0.020702115483181904,0.052924760501131374,0.2089552253980751,0.4541761092893794,-0.009956998430334374,-0.03767961917639551,0.05762023813856598,0.8059963628814195,0.002541131244235828,0.026896357966499806,-0.04153174301121354,0.18176588929161963,0.006832877386533598,0.19513366739993265,-0.025291758945636955,0.6204924218867943,-0.013306049984635804,-0.12164009036400547,-0.3940917387946563,0.47254068189053744,0.00742116311704244,-0.026494059976918893,-0.0019401862638023237,0.1905975628229536,84.4800033569336,-0.020294560267569373,86.2300033569336,-0.003351748698386614,86.5199966430664,0.007217638022983142,86.3499984741211,0.008761682399173631,82.62999725341797,-0.014784850990297582,75.5,-0.008926231326486067,-0.004668357633531128,0.046870561854677195,-0.02629274274731086,0.009775208792224932,-0.0028067568131867615,57.99660498075643,2.2316420128772165,0.6357489896177686,82.75,-0.028355453375407055,0,80.87999725341797,84.1500015258789,90.12000274658205
2009-01-07,84.55999755859375,84.58000183105469,82.20999908447266,82.75,13360000.0,82.75,841.0999755859375,906.6500244140624,266.1600036621094,10.859999656677246,1.3610997200012207,82.27999877929688,2.49399995803833,43.38999938964844,97.86000061035156,85.33714294433594,83.1066662016369,78.10860000610352,84.40214981079102,84.22361117502726,82.39353154765496,0.059422393866153014,-0.019574736123365723,0,1.8300796273722995,2.0828941753255186,-0.2528145479532191,51.45994589559339,40.53312505389282,21.05268987977131,46.888606921251466,88.49064827948249,78.4133510491308,12.0755611260228,0.43033849768841825,2.2380373457893663,32535900.0,27399550.0,7.619705581585479,0.3109032118328766,0.09127005765370001,1.0057122171569768,11.061689646472763,-0.027957210503990804,-0.03667056425988435,0.11044020031768675,0.2784493792710474,-0.030009615306130888,0.017975848269005112,0.03490590573148844,0.3472907650066576,-0.10684562529493502,0.10165561646579935,-0.02861312532076865,0.8697335567273072,-0.04232808548958478,0.003696854249650272,0.1553191592975034,0.4880720386432472,0.00747248356708341,-0.03741668881104265,0.07030076269858987,0.8055015307865709,-0.006879899883187823,0.017058062143256336,-0.055555599342253736,0.17888095472894452,-0.004391279800417536,0.19501681153804307,-0.06134742297070084,0.6078344453203867,0.12525928019553878,0.042277162536063395,-0.27598866730022176,0.6819203833429233,0.0012277752118361462,-0.010915724726146658,0.006272499849373503,0.18895457432379037,85.12999725341797,0.007694056234090141,84.4800033569336,-0.020294560267569373,86.2300033569336,-0.003351748698386614,85.9000015258789,-0.005211313910758797,83.45999908447266,0.010044800419261257,74.5199966430664,-0.012980176913027774,0.0078171328961949,-0.0013404621470036737,0.020702115483181904,0.002541131244235828,-0.013306049984635804,59.70286020352706,2.1265264081103084,0.6685858932331696,84.45999908447266,0.020454024408850847,1,79.79000091552734,84.58000183105469,89.58999633789062
2009-01-08,84.4000015258789,84.88999938964844,83.75,84.45999908447266,10715700.0,84.45999908447266,853.9000244140625,909.72998046875,265.6000061035156,10.989999771118164,1.3699005842208862,81.54000091552734,2.444999933242798,42.560001373291016,98.63999938964844,85.06714303152901,83.49999963669549,78.35419998168945,84.3554497909546,84.25997854571116,82.54660321704887,0.07792561348606801,0.0012393899122955378,0,1.7133753286622948,2.008990405992874,-0.295615077330579,56.144944031972805,52.014159021905265,52.08714399057334,45.79554984466597,87.70371125751316,80.01328779644192,9.170714363422654,0.5782141010231614,2.2310346346364427,43251600.0,31571495.0,7.685168411598554,0.317996977197188,0.0928407339515771,1.035810622224181,10.214983846954674,0.02066464150420133,-0.023809496515495243,0.10839898250705926,0.2770421862323652,0.0033970727091505726,0.007174071927760872,3.2943015627839856e-05,0.32108483361845863,-0.002103988393780898,0.0030212173241199736,-0.08084159067811314,0.8467996779728564,0.011970544986250387,-0.018750003725290343,0.11122339632051448,0.46070805516688335,0.006465995173121852,-0.020096467752202418,-0.08171455873101041,0.5233493502873398,-0.008993654287167141,0.002828721729672301,-0.04698453433584315,0.17183339800243658,-0.019647163440240534,0.08957218313862136,-0.10570593919523874,0.5995756530621956,-0.01912878608049562,0.0640000343322753,-0.2723542459914211,0.681260171473358,0.007970557678643297,-0.006045933968526707,0.02749999364217115,0.1843121394555974,82.75,-0.027957210503990804,85.12999725341797,0.007694056234090141,84.4800033569336,-0.020294560267569373,86.5199966430664,0.007217638022983142,82.62999725341797,-0.009944905825060135,76.19999694824219,0.02254428852463053,-0.030009615306130888,-0.10684562529493502,-0.04232808548958478,-0.006879899883187823,0.12525928019553878,51.45994589559339,1.8300796273722995,0.43033849768841825,83.91999816894531,-0.006414096397031772,0,80.38999938964844,88.52999877929688,88.31999969482422
2009-01-09,83.33999633789062,85.5,83.08999633789062,83.91999816894531,8861900.0,83.91999816894531,854.2999877929688,890.3499755859375,258.9599914550781,11.100000381469728,1.345496654510498,82.66000366210938,2.4070000648498535,42.81999969482422,99.51000213623048,84.78428540910993,83.86142803373791,78.55679992675782,84.30774978637696,84.20767387236258,82.64833617644861,0.06827159771258318,-0.004599240501782465,0,1.5593376959139675,1.9190598639770926,-0.35972216806312507,54.36060749074879,48.560091748000566,42.28676819803741,38.47553402279403,87.41909835241938,80.71490051843023,7.974827077227749,0.47807325050370375,2.243818136598795,34389700.0,34497815.0,7.560359935576294,0.32406549636260296,0.0942550687595827,1.0152430976411086,8.944051820907564,-0.006393569990301162,-0.026788879717729253,0.09943660625988149,0.27968481274419693,-0.021303029798827477,-0.044483808488996024,0.0018904573217155551,0.31948239911179493,-0.02500005457774579,-0.09149598760881872,-0.06037741030451027,0.8361575980316023,0.010009154926522212,-0.027169103425771834,0.14432995873539656,0.4520482393661444,-0.017814380102821548,-0.033610476707952475,0.04091660212531778,0.2353710800226163,0.013735623424168342,0.010019640284845588,-0.03704558261237445,0.17970000134705585,-0.015541868887720245,-0.0037250931026567846,-0.09816405181892662,0.5969356580556732,0.006108982921611661,0.09262570031429651,-0.27312850440101843,0.68084692364511,0.008819979237280284,0.021873125312064756,0.03044426271820555,0.1854816008979581,84.45999908447266,0.02066464150420133,82.75,-0.027957210503990804,85.12999725341797,0.007694056234090141,86.2300033569336,-0.003351748698386614,83.45999908447266,0.010044800419261257,76.33000183105469,0.0017061008926391175,0.0033970727091505726,-0.002103988393780898,0.011970544986250387,-0.008993654287167141,-0.01912878608049562,56.144944031972805,1.7133753286622948,0.5782141010231614,80.76000213623047,-0.03838212237276427,0,82.70999908447266,88.94999694824219,90.20999908447266
2009-01-12,81.72000122070312,82.04000091552734,80.26000213623047,80.76000213623047,14755500.0,80.76000213623047,820.2999877929688,870.260009765625,245.1999969482422,10.5,1.3360053300857544,83.0199966430664,2.309000015258789,45.84000015258789,100.01000213623048,83.96142905099052,83.90952337355841,78.69199996948242,84.25214981079101,83.67726283603456,82.50845958087689,0.026279700192523223,-0.041448766380478376,0,1.1688032551576697,1.769008542213208,-0.6002052870555383,45.289847094074915,33.41217789128373,7.309945434184168,33.89461920759832,87.40244202289152,80.74255690899325,7.92159761658588,0.002619448674994717,2.3449737006070843,19634200.0,35987350.0,7.691428774879093,0.3293637974770351,0.0927998543308688,0.9727777090072349,9.068276404971899,-0.037654862984544346,-0.044034103608943664,0.012664603589096712,0.2764441783261998,-0.02256412239141281,-0.061663703368025735,-0.0322271927221528,0.3259346954352451,-0.053135599941595224,-0.17828417572520927,-0.1440938720155801,0.8403089122469688,-0.05405408656303878,-0.05490546134361296,0.03754941884763907,0.4781288570918409,-0.007054141972725025,-0.02094858890834861,0.02658647111321355,0.23671003529633247,0.004355104827100886,0.004598224300877307,-0.028778739088194616,0.18066365015945174,-0.04071460197371357,-0.07194530018318368,-0.1397168397422095,0.6087575282211972,0.07052780194505015,0.1729784545752353,-0.17746275741762862,0.7244563238342561,0.00502462053327557,0.03081844564645997,0.042422343039963284,0.1834953682643139,83.91999816894531,-0.006393569990301162,84.45999908447266,0.02066464150420133,82.75,-0.027957210503990804,84.4800033569336,-0.020294560267569373,85.5999984741211,0.025641018609195987,79.75,0.044805424956165796,-0.021303029798827477,-0.02500005457774579,0.010009154926522212,0.013735623424168342,0.006108982921611661,54.36060749074879,1.5593376959139675,0.47807325050370375,80.87999725341797,0.001484720857258964,1,84.5199966430664,88.37999725341797,92.29000091552734
2009-01-13,80.94000244140625,81.81999969482422,80.62000274658203,80.87999725341797,10019100.0,80.87999725341797,820.0999755859375,871.7899780273438,254.72000122070312,10.600000381469728,1.320201754570007,84.2699966430664,2.296999931335449,43.27000045776367,99.98999786376952,83.19714246477399,83.92047555106026,78.85539993286133,84.20449977874756,83.24691428486277,82.38783274180585,0.025674808856215422,-0.03948129297204929,0,0.8590815430569165,1.5870231423819499,-0.7279415993250333,45.66064357562198,34.31985474149977,9.064260952202487,19.55365819480803,87.39233760734255,80.75966129402464,7.88890570038176,0.018142896428053393,2.2631896468667345,29653300.0,37350915.0,7.630188145540771,0.31752511332370476,0.09277463528134429,0.959772166551672,9.464395053722049,0.0014858236009589465,-0.04992364779888869,0.0028517758609745147,0.2738079016036849,0.0017580587922576552,-0.06730505334127812,-0.0020605189766238485,0.31065748148817124,0.03882546652099039,-0.14523489523253985,-0.1759834198879996,0.7995740618244485,0.009523845854259916,-0.06525571086075233,0.039215743106313816,0.47840532035417743,-0.011828976396922708,-0.02279978392393378,-0.00959785469082497,0.22543729688728778,0.015056613473187763,0.017139386784525534,0.005248655641192146,0.176755070227681,-0.005197091314005475,-0.08303400143831596,-0.1325528966461763,0.6082374145420594,-0.05606456558179418,0.12214727481143406,-0.22427390812665948,0.7420101946654969,-0.00020002271806485172,0.0230202583300243,0.030824720245046677,0.18065538276148352,80.76000213623047,-0.037654862984544346,83.91999816894531,-0.006393569990301162,84.45999908447266,0.02066464150420133,85.12999725341797,0.007694056234090141,86.3499984741211,0.008761682399173631,80.6500015258789,0.011285285590957983,-0.02256412239141281,-0.053135599941595224,-0.05405408656303878,0.004355104827100886,0.07052780194505015,45.289847094074915,1.1688032551576697,0.002619448674994717,79.79000091552734,-0.013568345959084955,0,84.1500015258789,87.41999816894531,93.16999816894533
2009-01-14,80.56999969482422,81.08999633789062,79.36000061035156,79.79000091552734,15600000.0,79.79000091552734,808.2000122070312,842.6199951171875,249.83999633789065,10.449999809265137,1.3217023611068726,84.41999816894531,2.2130000591278076,49.13999938964844,100.11000061035156,82.52714211600167,83.87190428234283,79.02440002441406,84.16914978027344,82.71508145881117,82.19540075467411,0.009688158225519623,-0.05202795651587337,0,0.519680704137059,1.3735546547329718,-0.8538739505959128,42.82157145606609,29.98784033161664,5.55556103172311,7.3099224727032635,87.69812881553469,80.17287032997314,8.965525342514677,-0.05087790873634318,2.2251043669147577,14053300.0,37184040.0,7.6354069255373815,0.3193644015572955,0.0946927456954431,0.9451552078436178,9.741174237088064,-0.01347671086678437,-0.0357703816854702,-0.012622159063014782,0.27780301081330505,-0.03345987410426654,-0.0706226521509834,-0.042183381464150016,0.3302917329362651,-0.019158310534806322,-0.06131652802701715,-0.1803149398168904,0.8002661294105361,-0.01415099686852972,-0.03775320997915699,0.03057193840693695,0.4810310228569302,0.001136649403525647,-0.02894524061345982,-0.010256435892544435,0.2253684439464253,0.001780011057959996,0.02600874357556382,0.00932566696543291,0.17656804226680803,-0.03656938385662256,-0.11267037034416971,-0.1452297912166005,0.6150172192319296,0.13565978437218962,0.13251901546170064,-0.09469416921963714,0.8958710829955202,0.0012001475062088929,0.022992029286396765,0.03622813350469012,0.17954407078417503,80.87999725341797,0.0014858236009589465,80.76000213623047,-0.037654862984544346,83.91999816894531,-0.006393569990301162,82.75,-0.027957210503990804,85.9000015258789,-0.005211313910758797,80.80999755859375,0.001983831738223918,0.0017580587922576552,0.03882546652099039,0.009523845854259916,0.015056613473187763,-0.05606456558179418,45.66064357562198,0.8590815430569165,0.018142896428053393,80.38999938964844,0.007491587953086663,1,84.58000183105469,89.5,92.5500030517578
